symbol,company_name,current_price,price_change,percent_change,previous_close,open_price,day_low,day_high,volume,avg_volume,market_cap,pe_ratio,eps,beta,dividend,dividend_yield,earnings_date,target_price,last_updated
RELIANCE.NS,Reliance Industries Limited,88.9,-17.25,+4.29%,1347.8,1346.0,1326.3,1350.0,0.0,15682989,17998188380160,21.64,61.46,0.22,5.5,41.0,,1721.2352,2026-04-09 19:08:03.353976
